"individuo","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30"
890,2,4,2,4,4,4,0,3,0,3,2,0,2,4,0,0,4,4,3,0,0,4,0,0,4,4,4,4,4,4
891,3,0,0,4,4,4,0,0,3,1,0,4,0,0,0,0,0,0,0,1,0,4,4,4,0,4,2,1,0,0
892,4,4,4,4,4,4,4,4,4,3,2,4,2,4,0,4,0,1,4,4,4,4,1,4,2,4,2,4,4,4
893,4,4,4,0,4,4,2,1,4,4,1,0,4,4,0,2,3,0,1,0,4,4,0,4,2,2,0,0,4,3
894,4,4,2,4,2,4,4,2,4,0,4,0,1,4,0,0,4,0,0,0,0,4,0,4,0,4,4,2,4,4
895,4,4,4,4,4,4,4,4,2,1,0,1,0,2,1,0,0,0,0,0,4,4,0,4,0,1,2,4,4,2
896,4,4,4,4,4,4,4,2,4,4,4,1,1,2,0,4,1,0,4,0,4,4,0,4,1,4,1,4,0,0
897,1,4,4,4,1,4,3,0,2,1,4,4,0,4,1,0,0,0,0,0,0,4,0,4,4,4,0,0,4,0
898,4,4,4,4,4,4,4,0,0,4,4,4,0,0,0,2,4,2,2,0,0,4,3,2,0,4,4,2,1,3
899,4,4,0,4,4,0,4,4,4,4,0,3,4,4,1,4,4,0,0,0,0,4,4,0,0,0,2,4,4,1
900,4,0,4,0,0,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,4,4,0
901,4,0,4,4,4,1,1,4,4,0,3,2,2,4,0,0,0,0,0,0,0,4,0,2,2,4,0,0,1,0
902,4,4,4,0,4,4,4,4,4,4,4,4,4,4,2,4,0,4,0,0,0,4,4,4,2,4,2,4,3,4
903,4,4,4,4,4,4,0,1,4,0,4,0,2,4,0,2,4,0,4,2,0,4,0,4,4,4,0,4,4,2
904,4,4,4,1,4,4,4,2,0,4,4,4,4,0,2,4,0,4,2,4,2,4,2,4,1,4,4,4,3,2
905,4,4,4,4,4,4,4,4,4,4,4,0,3,4,0,1,4,0,4,2,1,4,2,4,4,4,4,2,4,1
906,4,4,4,4,3,4,4,4,1,3,2,2,4,4,4,2,0,0,0,1,0,4,4,4,0,4,4,2,4,2
907,4,4,4,4,3,4,4,0,4,4,4,4,0,4,2,0,0,4,4,4,0,4,0,4,4,4,4,4,2,4
908,0,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4,4,0,4,0,4,4,4,4,4
909,4,3,4,4,1,2,0,0,3,2,0,0,0,4,2,0,0,2,0,0,0,4,1,2,0,4,0,4,0,0
910,4,4,4,1,4,0,4,4,0,0,0,2,0,2,0,0,2,0,0,4,0,4,0,4,0,4,2,2,4,4
911,4,3,4,4,2,4,1,4,4,1,4,1,0,4,0,0,0,0,0,0,0,4,0,4,4,4,0,4,4,3
912,4,4,4,3,3,4,4,4,4,4,4,0,4,2,4,4,4,4,0,4,4,4,0,4,4,4,0,2,4,0
913,4,4,0,4,4,4,4,4,4,4,4,4,2,0,4,3,3,4,4,4,2,4,4,4,4,4,0,4,4,3
914,4,4,4,4,4,3,4,1,4,1,2,4,2,4,4,0,0,0,0,0,0,4,0,4,4,0,0,4,4,2
915,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2,4,0,4,0,4,0,4,0,4,1,1,2,2
916,4,4,4,4,0,4,4,4,4,4,0,4,4,2,0,0,4,0,4,0,4,4,1,4,4,4,2,4,4,4
917,4,4,4,4,4,4,4,4,4,1,4,0,4,0,4,4,0,4,0,0,2,4,0,4,2,2,1,0,3,3
918,4,4,4,4,4,4,0,4,4,4,0,4,0,2,4,3,4,0,3,4,0,4,3,4,4,4,1,4,4,0
919,4,4,4,4,0,1,1,2,4,4,4,2,2,2,4,4,4,1,0,2,0,4,4,4,1,4,0,4,3,4
920,4,3,4,4,4,4,0,0,4,0,0,0,0,1,2,4,0,0,0,4,0,4,0,4,0,4,2,2,4,0
921,4,4,2,0,4,4,2,4,0,2,2,4,2,1,0,4,2,1,0,2,4,4,2,4,4,4,0,4,2,4
922,3,0,4,4,0,4,4,3,4,2,3,4,0,0,3,0,0,0,0,0,0,4,0,4,4,4,4,2,4,4
923,3,4,4,4,2,4,4,3,1,3,2,0,0,0,0,0,4,0,1,0,0,4,0,0,2,1,0,4,4,0
924,4,2,3,4,1,4,2,4,4,0,0,0,0,2,0,0,0,0,0,1,0,4,0,3,2,4,1,1,3,1
925,4,4,4,4,4,4,4,4,2,2,4,2,4,4,4,4,1,4,4,4,2,4,0,4,4,4,4,4,4,4
926,4,2,4,4,2,2,0,2,4,4,2,0,4,2,4,0,0,2,3,0,0,0,0,4,1,4,0,4,2,4
927,4,4,4,0,4,1,4,2,4,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0
928,4,4,4,4,4,4,4,4,4,4,1,2,1,1,0,0,0,0,4,0,0,0,0,4,0,4,0,0,4,0
929,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,0,4,2,4,4,3,4,4,4,1,4,4,4
930,3,4,4,4,3,4,4,4,4,0,3,4,2,4,3,2,4,4,0,3,0,4,0,4,4,4,0,0,2,4
931,0,4,4,0,4,2,1,0,4,3,4,0,0,0,2,0,3,0,0,0,0,4,0,4,0,4,0,0,2,3
932,4,4,4,4,4,4,4,4,4,4,4,0,4,2,4,4,4,4,2,4,3,4,0,4,4,4,2,4,4,1
933,4,4,4,4,2,4,4,2,2,4,1,4,4,4,0,4,4,4,4,0,0,4,0,3,4,0,1,4,4,4
934,4,4,0,4,4,1,1,4,1,4,3,2,0,4,4,4,0,0,0,0,0,4,0,0,0,2,0,3,0,4
935,2,0,4,3,0,2,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
936,4,3,2,4,0,0,0,2,0,4,2,1,0,2,0,3,0,2,0,1,0,4,4,1,1,4,0,4,2,0
937,4,4,4,2,0,4,4,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,2,0,4,0,1,1,1
938,4,4,4,2,4,4,0,4,4,4,1,4,4,3,0,0,3,0,0,0,0,4,0,4,2,4,1,3,4,2
939,4,0,0,4,1,0,4,3,4,1,4,0,1,2,1,0,0,1,0,0,0,4,0,4,0,4,0,4,4,0
940,3,4,4,4,0,4,4,4,2,4,2,2,4,2,0,4,0,1,0,0,0,4,0,2,3,4,0,4,4,0
941,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3
942,4,4,4,2,4,4,4,4,3,4,4,4,4,2,0,2,4,0,4,0,0,4,1,4,2,4,0,4,2,2
943,4,4,4,4,4,4,4,4,4,3,0,4,4,4,3,2,4,2,1,2,0,0,0,4,0,4,0,3,4,4
944,4,4,4,4,3,4,4,4,4,0,4,4,4,2,3,2,1,4,3,0,3,4,1,4,0,4,3,4,4,4
945,4,1,4,4,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,0,0,2,4
946,4,2,1,0,2,4,2,0,2,2,2,0,4,0,1,0,2,4,0,0,1,4,1,2,4,2,0,0,4,0
947,4,3,4,4,4,3,2,0,4,3,4,2,1,4,0,0,4,2,0,4,0,4,3,0,2,4,2,0,4,4
948,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,4,0,0,2,0,1,4,2,4,4,4,0,4,4,4
949,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,4,4,2,1,3,4,0,4,4,4,0,3,4,4
950,3,4,2,4,4,4,0,4,1,3,4,1,1,0,2,4,0,0,1,0,0,4,0,2,2,4,0,2,4,4
951,4,4,4,4,2,4,4,1,0,2,4,0,0,0,0,4,4,4,0,3,1,4,0,0,4,4,4,4,4,0
952,4,4,3,4,0,0,2,0,0,2,0,0,4,0,2,0,0,4,0,2,0,4,0,2,0,2,0,0,3,0
953,0,4,2,0,0,4,4,2,4,3,4,0,0,1,0,0,4,0,0,0,0,4,0,4,0,4,1,0,3,1
954,3,4,0,4,4,2,1,0,2,0,4,0,0,0,2,4,0,2,1,1,0,0,2,0,0,0,0,0,1,2
955,4,4,3,4,4,4,4,4,4,2,4,4,4,0,4,4,2,1,2,0,3,4,0,2,2,4,2,4,4,4
956,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,2,4,4,0,2,4,2,4,2,4,0,4,4,0
957,1,4,0,4,0,4,4,1,2,0,2,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,0,0,0,0
958,4,4,4,4,1,4,0,4,0,3,0,1,0,0,0,2,0,0,0,0,0,4,0,2,4,4,1,4,2,4
959,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,1,3,4,2,4,4,4,2,4,0,4,4,4
960,4,4,4,0,4,4,4,1,0,0,4,0,4,2,0,1,0,0,0,0,0,4,0,4,2,4,4,4,2,2
961,4,4,4,0,4,0,4,0,0,0,4,0,0,0,0,2,0,0,0,4,0,3,0,4,0,2,1,0,3,3
962,4,4,0,2,0,4,4,2,3,2,4,4,1,1,4,1,4,0,4,2,0,4,0,4,4,4,0,1,0,4
963,4,4,4,4,4,4,0,2,4,4,3,0,4,2,2,1,0,0,0,0,0,4,0,1,2,4,0,4,0,4
964,3,4,4,2,4,1,4,4,3,4,4,4,1,4,4,4,2,4,0,4,0,2,2,4,4,4,1,4,3,3
965,3,0,4,2,4,4,4,1,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,3,3
966,4,4,0,2,4,4,4,4,4,4,1,4,0,1,1,0,0,4,0,4,0,4,4,4,4,4,0,0,1,0
967,4,4,4,4,4,4,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,4,0,2,0,1
968,4,4,4,4,4,4,4,2,4,4,4,0,2,0,0,0,0,0,4,0,0,4,3,1,0,4,0,0,4,2
969,2,3,3,4,4,3,1,4,4,2,3,0,4,0,0,2,0,1,2,0,0,4,0,4,2,4,2,3,4,0
970,4,4,4,4,4,0,4,4,4,2,4,4,4,0,1,0,0,2,0,2,0,4,0,0,4,1,4,4,4,2
971,3,4,0,2,0,0,0,2,0,4,0,0,2,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0
972,4,2,4,4,4,3,4,0,0,0,2,4,4,0,0,4,4,0,0,0,0,1,0,4,0,4,0,0,2,2
973,4,4,4,4,4,4,4,4,4,4,2,0,1,2,4,0,4,0,4,4,0,4,1,4,4,4,1,4,4,4
974,4,4,4,4,4,4,4,4,4,4,4,0,4,1,2,4,4,0,4,0,4,4,0,4,4,0,0,4,4,2
975,4,2,4,0,4,4,3,4,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,4,0,0,0,3
976,4,4,4,4,4,4,2,4,4,4,3,4,4,2,4,0,1,4,3,0,0,4,1,2,4,4,2,1,4,3
977,4,4,2,2,4,0,3,2,0,4,0,1,2,2,2,4,4,4,0,0,0,4,0,3,4,4,1,0,1,2
978,4,4,2,4,4,3,4,4,4,3,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,2,4,2,4
979,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,4,4,4,0,4,4,1,4,0,4,0,4,3,3
980,1,4,4,2,4,4,4,2,4,0,0,0,0,0,0,0,2,0,4,0,0,4,0,4,1,4,0,4,4,1
981,4,4,4,0,0,4,4,2,3,0,0,2,0,0,0,0,0,0,0,2,0,4,0,4,0,4,0,4,4,1
982,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,0,0,0,0,4,3,4,0,4,2,4,2,2,4,4
983,3,4,4,2,4,4,0,0,4,1,4,4,4,4,3,0,4,2,4,1,3,4,0,4,4,4,4,4,4,1
984,4,4,4,4,0,4,4,4,4,0,2,0,0,0,0,4,2,0,0,0,0,2,0,4,0,4,4,2,4,4
985,4,4,4,4,4,4,4,4,4,4,4,4,0,4,1,2,4,4,0,4,2,4,4,4,4,4,4,4,0,4
986,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,0,4,1,4,4,4,0,1,4,4,1,4,4,4
987,4,4,4,0,4,4,4,4,4,4,4,4,0,1,0,4,1,4,4,2,2,4,3,2,2,4,2,4,4,4
988,4,4,0,0,4,4,4,4,4,4,4,1,2,4,2,0,4,4,4,0,0,4,2,4,4,4,0,0,4,2
989,4,4,4,4,3,2,3,4,2,0,4,0,1,2,0,0,2,1,0,0,0,4,0,0,2,4,0,0,3,0
990,4,4,4,4,4,4,4,1,4,4,4,4,1,4,2,1,4,4,4,0,2,4,0,2,0,4,4,2,4,4
991,4,4,3,4,4,4,3,2,4,0,0,0,2,1,4,1,0,0,1,0,0,4,4,2,0,4,0,2,4,1
992,4,4,4,4,4,4,4,0,0,4,0,2,0,1,4,0,2,0,0,2,0,4,0,0,4,4,0,0,4,4
993,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4
994,3,2,4,4,2,0,4,2,2,4,4,2,4,0,2,0,0,2,0,0,0,0,0,2,0,4,2,2,1,0
995,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1,1,3,2,1,4,0,4,4,4,4,4,4,2
996,4,4,4,3,4,1,4,4,0,2,4,1,0,0,1,2,1,0,0,0,0,4,0,4,0,4,0,1,0,1
997,4,4,4,4,4,4,3,4,2,4,3,4,4,4,1,4,0,4,0,4,0,4,0,4,4,4,0,4,4,0
998,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2,4,0,4,2,4,2,4,2,4,4,4
999,4,4,4,4,4,4,4,4,4,2,4,4,2,2,0,4,4,0,2,0,1,4,0,4,0,4,1,1,4,4
1000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,0,4,4,4,4,4,4,4,4,2
